Nom	Latitud	Longitud	Telèfon 1	Telèfon 2	Adreça	Barri	Districte	Codi Postal	Ciutat	Regio	Pais	Web	Propietari	Correu electrònic
Restaurant Creperia El Cercle	41.383239941666666	2.156832638888889	+34 934537304		C Comte d'Urgell 77 bxs	la Nova Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA			
Restaurant Namasté*Villarroel	41.38382867222222	2.1587664166666665	+34 932261919		C Villarroel 70 bxs	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA	http://www.restaurantehindunamaste.com		
Restaurant Via Fora *Pati Manning	41.383883708333336	2.1667947777777776	+34 934125185	+34 663920596	C Montalegre 7	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA	http://www.viafora.cat		reserves@viafora.cat
Restaurant Petrus	41.37789388611111	2.178216055555555	+34 933435713		C Josep Anselm Clavé 27 bxs	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			
M Gourmet	41.40516478888889	2.208318166666667	+34 934982098		C Llull 302*304	Poble Nou	Sant Martí	08019	BARCELONA	BARCELONA	ESPANYA			
Restaurant La Trajinera	41.37935314166667	2.154438472222222	+34 934265394		G.V. Corts Catalanes 459 bxs	la Nova Esquerra de l'Eixample	Eixample	08015	BARCELONA	BARCELONA	ESPANYA	http://www.latrajinera.com		info@latrajinera.com
Restaurant Tafí Argentino	41.385051608333335	2.1443085555555554	+34 934196930		C Còrsega 68	la Nova Esquerra de l'Eixample	Eixample	08029	BARCELONA	BARCELONA	ESPANYA	http://www.tafi.es		
Restaurant La Chacha	41.38970877222222	2.181008722222222			C Portal Nou 62	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA			
Restaurant Celler de Tapas *Plaça Universitat	41.38540864722222	2.16434225	+34 933176488		Pl Universitat 5	el Raval	Ciutat Vella	08007	BARCELONA	BARCELONA	ESPANYA	http://www.cellerdetapas.com		info@lonjadetapas.com
Restaurant Aire	41.38582006944444	2.125427833333333	+34 934118886		C Sabino Arana 28	la Maternitat i Sant Ramon	Les Corts	08028	BARCELONA	BARCELONA	ESPANYA			
Restaurant Mikasa	41.38260429166667	2.156874722222222			C Diputació 140	la Nova Esquerra de l'Eixample	Eixample	08015	BARCELONA	BARCELONA	ESPANYA			
Restaurant Big Fish	41.386160724999996	2.1840309166666665	+34 932681728		C Comercial 9 bxs	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.bigfish.cat		reserves@bigfish.cat
Restaurant Pensavo Peggio	41.373714925	2.167718361111111	+34 934417603		C Piquer 52	el Poble Sec	Sants-Montjuïc	08004	BARCELONA	BARCELONA	ESPANYA			
Casa Menorca	41.38688447222222	2.162200972222222	+34 934514479		C Diputació 215 pral	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA			espaimenorca@telefonica.net
Restaurant Cool	41.38644029722222	2.1800725555555553	+34 932106864		C Carders 17	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA			
Restaurant Belgious	41.38036671388889	2.1788130277777777	+34 934124965		C Avinyó 50	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.belgious.com		
Restaurant La Dolce Vita	41.404740019444446	2.2087896944444445	+34 933037387		C Bac de Roda 38	Poble Nou	Sant Martí	08019	BARCELONA	BARCELONA	ESPANYA			
Hotel Duquesa de Cardona	41.379994866666664	2.180258361111111	+34 932689092		C Mercè 18	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.hduquesadecardona.com		rest@hduquesadecardona.com
Restaurant Nectari	41.37999813333333	2.146641333333333	+34 932268718		C València 28	la Nova Esquerra de l'Eixample	Eixample	08015	BARCELONA	BARCELONA	ESPANYA	http://www.nectari.es		nectari@nectari.es
Restaurant Bovínum *Mandri	41.40265956388889	2.134271666666667	+34 934440067		C Mandri 21	Sant Gervasi - la Bonanova	Sarrià-Sant Gervasi	08022	BARCELONA	BARCELONA	ESPANYA			
Restaurant S'eating	41.386237975	2.1828525277777775	+34 933102203		C Fusina 3	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.seating.es		info@seating.es
Restaurant Delibar	41.39146167222222	2.150932777777778	+34 934197616		C Casanova 182 bxs	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA			
Aquarella Music Restaurant Conference Hall	41.38419583333333	2.161757722222222	+34 934521452	+34 934521453	G.V. Corts Catalanes 572	Sant Antoni	Eixample	08011	BARCELONA	BARCELONA	ESPANYA	http://www.aquarella.es		comercial@aquarella.es
Creps a Barcelona	41.386695269444445	2.1749253888888886	+34 933015401		Via Laietana 45	el Barri Gòtic	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA			
Restaurant The Pastry Shop	41.38156415555556	2.161773277777778	+34 934240204		C Villarroel 22 bxs	Sant Antoni	Eixample	08011	BARCELONA	BARCELONA	ESPANYA			
Restaurant Casa Da Fonte	41.374753275	2.1279062222222223	+34 934323479		C Sugranyes 17*21	Sants - Badal	Sants-Montjuïc	08028	BARCELONA	BARCELONA	ESPANYA			
Pub The George Payne Irish Bar	41.38948899166667	2.17295525	+34 934815294	+34 934815294	Pl Urquinaona 5 bxs	la Dreta de l'Eixample	Eixample	08010	BARCELONA	BARCELONA	ESPANYA	http://www.georgepayneirishbar.com		manager.barcelona@lizdelaney.ie
Restaurant 22 Alfa	41.40003798888889	2.1933878888888887	+34 934869400		C Badajoz 115 bxs	el Parc i la Llacuna del Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA	http://www.22alfarestaurant.com		reserves@22alfarestaurant.com
Bar Restaurant Sal Cafè	41.383444583333336	2.1954624444444444	+34 932240707	+34 932240708	Pg Marítim Barceloneta 26	la Barceloneta	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.salcafe.com		
Restaurant Sushi Kimura	41.38377009166667	2.153529222222222	+34 934512228		C Aragó 123 bxs	la Nova Esquerra de l'Eixample	Eixample	08015	BARCELONA	BARCELONA	ESPANYA	http://www.sushikimura.es		
Hotel Murmuri	41.394059569444444	2.1596207777777776	+34 935500606		Rbla Catalunya 104	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA	http://www.murmuri.com		info@murmuri.com
Bar Restaurant Sagardi-Euskal *Muntaner	41.38717382222222	2.1588635833333334	+34 937060706		C Muntaner 70*72 bxs	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA	http://www.sagardi.com		
Bar Restaurant Sagardi-Euskal *Diagonal Mar	41.41042655555555	2.2164050833333335	+34 933560476		Av Diagonal 3 bxs	Poble Nou	Sant Martí	08019	BARCELONA	BARCELONA	ESPANYA	http://www.sagardi.com		
Restaurant Via Fora* Pg Sant Antoni	41.37730021388889	2.137173361111111	+34 934153915		Pg Sant Antoni 25*27 bxs	Sants	Sants-Montjuïc	08014	BARCELONA	BARCELONA	ESPANYA	http://www.viafora.cat		info@viafora.cat
Bar Musical Pony Café	41.38872584722222	2.180647083333333	+34 933106126		C Portal Nou 23 bxs	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA			
Bar Musical Dluz	41.397901322222225	2.1592320833333334	+34 934154459		C Bonavista 6 bxs	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
Restaurant Le Bouche à Oreilles	41.40319442777778	2.1591015277777776	+34 932193290		C Torrijos 26 bxs	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
Restaurant Crep Sí	41.39651429722222	2.1613879722222222	+34 934153677		C Rosselló 277	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA			
 Lounge	41.39282156666667	2.1694363055555552	+34 934675481		C Roger de Llúria 50 bxs	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA	http://www.movie-livingandfood.com		info@movie-livingandfood.com
Restaurant Famen	41.40226628888889	2.1616081388888886	+34 932105900		C Ramis 2*4	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			famenrestaurant@gmail.com
Hotel Àbac	41.41055036388889	2.1366002777777777	+34 933196600	+34 933196601	Av Tibidabo 1	Sant Gervasi - la Bonanova	Sarrià-Sant Gervasi	08022	BARCELONA	BARCELONA	ESPANYA	http://www.restaurantabac.com		info@abacbarcelona.com
Restaurant D'E	41.39619734722222	2.161343111111111	+34 639061072		C Rosselló 242 Bxs	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA	http://www.elpaninode.com		
Cafeteria Cal Tuset *Diagonal Mar	41.41042655555555	2.2164050833333335	+34 933560884		Av Diagonal 3 3r	Poble Nou	Sant Martí	08019	BARCELONA	BARCELONA	ESPANYA	http://www.caltuset.com		info@caltuset.com
Pastisseria Farga *Avinguda Diagonal	41.39588517777778	2.157935972222222	+34 934160112	+34 934160729	Av Diagonal 391	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA	http://www.fargabarcelona.com		diagonal@fargabarcelona.com
Pastisseria Farga *Gran Via de les Corts Catalanes	41.38865908333333	2.167697	+34 933426040	+34 933424432	G.V. Corts Catalanes 630	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.fargabarcelona.com		granvia@fargabarcelona.com
Pastisseria Baixas *Muntaner	41.397620375	2.144543611111111	+34 932090115	+34 934144984	C Calaf 9	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA	http://www.baixas.es		comercial@baixas.es
Pastisseria Brunells	41.38540820833333	2.1806296388888886	+34 933196825		C Princesa 22	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA			
Pastisseria Sacha	41.40083245833333	2.138637361111111	+34 932013222	+34 932015665	C Vallmajor 31	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA			
Restaurant Japonès Nomo	41.39813012222222	2.157131138888889	+34 934159622		C Gran de Gràcia 13	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	http://www.restaurantenomo.com		nomo@restaurantenomo.com
Restaurant L'Arròs	41.38034795833333	2.1874915833333333	+34 932212646	+34 932210640	Pg Joan Borbó C Barcelona 12	la Barceloneta	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.larros.es		reservas@larros.es
Restaurant Blau bcn	41.392986816666664	2.149932861111111	+34 934193032		C Londres 89	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA	http://www.blaubcn.com		blaubarcelona@hotmail.com
Vinoteca Torres	41.39388288333333	2.1632854722222223	+34 932726625	+34 902520522	Pg Gràcia 78 bxs	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA	http://www.lavinotecatorres.com		lavinoteca@lavinotecatorres.com
Restaurant Favorit	41.38374506388889	2.1588785555555554	+34 934518792		C Villarroel 68 bxs	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA			
Hotel Casa Camper	41.383353225	2.1686663888888886	+34 933040513		C Elisabets 9 bxs	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA	http://www.dospalillos.com		dospalillos@dospalillos.com
Restaurants Cinc Plats	41.39450811111111	2.1542119166666667	+34 932184171		C París 209	l'Antiga Esquerra de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA			
Restaurant Santa	41.392028905555556	2.1871649166666667	+34 933097078		Av Meridiana 2	el Parc i la Llacuna del Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA	http://www.santamania.info		
Celler Monvínic	41.38895226111111	2.1649496666666668	+34 932726187		C Diputació 249	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.monvinic.com		info@monvinic.com
Restaurant Quick	41.38858696388889	2.17312775			Pl Urquinaona 11 bxs	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08010	BARCELONA	BARCELONA	ESPANYA	http://www.quick-restaurants.com		
Bar Bcn Café	41.39389206111111	2.169242222222222	+34 934673436		C Consell de Cent 381 bxs	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA	http://www.bcncafe.com		
Restaurant L'Oliva	41.41163241666666	2.1769761666666665	+34 934464218		C Indústria 207	el Camp de l'Arpa del Clot	Sant Martí	08041	BARCELONA	BARCELONA	ESPANYA			
Bar Restaurant Sant Andreu Jabugo	41.432406244444444	2.1859260277777777	+34 653574511	+34 933468661	Pl Palmeres 5*LB	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA	http://www.santandreu-jabugo.com		info@santandreu-jabugo.com
Bar Gerbard	41.39726148055556	2.1224159444444446			C Ivorra 24 bxs	Sarrià	Sarrià-Sant Gervasi	08034	BARCELONA	BARCELONA	ESPANYA			
Bar Gerbard	41.39726148055556	2.1224159444444446	+34 932034988		C Ivorra 24 bxs	Sarrià	Sarrià-Sant Gervasi	08034	BARCELONA	BARCELONA	ESPANYA	http://www.gerbard.com		hola@gerbard.com
Hotel Catalonia Portal de l'Àngel	41.38557336388889	2.1729397777777777	+34 933185939		Av Portal de l'Àngel 17	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.hoteles-catalonia.es		albinoni@hoteles-catalonia.es
Restaurant Pizza Leggera	41.39604255277778	2.151617861111111	+34 934147272		C Tuset 15 bxs	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA	http://www.pizzaleggera.com		tusetbcn@pizzaleggera.com
Restaurant Quebec	41.38316188888889	2.1781476944444442	+34 933019315		C Dagueria 12 bxs	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			
Bar Cafeteria Alsur	41.38711453333333	2.1753415555555553	+34 933101286		C Sant Pere Més Alt 4 bxs	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.alsurcafe.com		info@alsurcafe.com
Restaurant Bacco Barcelona	41.38521983333333	2.1698999166666666	+34 933010577	+34 933177437	C la Rambla 133 1	el Raval	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.restaurantbacco.com		bacco@restaurantbacco.com
Xiringuito Mochima Bar *Mar Bella	41.39882561388889	2.2123792222222223	+34 679888836		Ptja Mar Bella 100*LP	Poble Nou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA	http://www.mochimabar.com		info@mochimabar.com
Restaurant Lagar	41.43125226666666	2.189061361111111	+34 933468270		C Llenguadoc 6	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA	http://www.tulagar.com		
Bar Cocteleria Mama Shake	41.38682528611111	2.1797334166666666	+34 664096932		C Fonollar 8	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA			
Hotel ME Barcelona	41.406097152777775	2.200836388888889	+34 933672070		C Pere IV 272*286 24	el Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA	http://www.doscielos.com		me.barcelona@solmelia.com
Bar Bharma	41.39867700833333	2.194193361111111			C Pere IV 93	el Parc i la Llacuna del Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA			
Restaurant Japonès Koy Shunka	41.38574852222222	2.1753863055555556	+34 934127939		C Copons 7	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			
Restaurant Routa	41.38859033055555	2.1614988888888886	+34 934511997		C Enric Granados 10	l'Antiga Esquerra de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.restaurant-routa.com		info@restaurant-routa.com
Restaurant La Braseria de la Vila	41.40358296666667	2.1570751666666665	+34 932183618		C Verdi 19	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	http://www.braserialavila.com		braserialavila@braserialavila.com
Restaurant Fresc Co *Llull	41.40688275	2.2087184722222224	+34 933016837		C Llull 319	Poble Nou	Sant Martí	08019	BARCELONA	BARCELONA	ESPANYA	http://www.frescco.com		frescco@frescco.com
Botiga de Menjars Cuinària *Encarnació	41.408408905555554	2.1633981944444445	+34 932130384	+34 938914152	C Encarnació 124*130	el Camp d'en Grassot i Gràcia Nova	Gràcia	08024	BARCELONA	BARCELONA	ESPANYA	http://www.cuinaria.cat		bot.bcn1@calblay.com
Botiga de Menjars Cuinària *València	41.38877022222222	2.15828525	+34 934518410	+34 938914152	C València 206	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA	http://www.cuinaria.cat		bot.bec2@calblay.com
Restaurant Café Lateral	41.38877022222222	2.15828525	+34 934531024	+34 932183000	C València 206	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA			
Restaurant Piscolabis	41.38905716666667	2.1659398333333333	+34 933069669		Rbla Catalunya 27 bxs	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.angrup.com		
Restaurant Terra d'escudella	41.376270166666664	2.139081	+34 934221613		C Premià 20 bx	Sants	Sants-Montjuïc	08014	BARCELONA	BARCELONA	ESPANYA	http://www.tdk.cat	Sí	
Restaurant Patxoca	41.38551796111111	2.177670833333333	+34 933192029		C Mercaders 28 bxs	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA			
Restaurant Taller de Tapas *Rambla Catalunya	41.39046907777778	2.1640030555555554	+34 934874842		Rbla Catalunya 49*51	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.tallerdetapas.com		
Restaurant Taller de Tapas *Comtal	41.38663270833333	2.173839194444444	+34 934816233		C Comtal 28	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.tallerdetapas.com		
Restaurant Itztli *Sant Miquel	41.378631125	2.1887043611111108	+34 932256363		C Sant Miquel 60	la Barceloneta	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.itztli.es		info@itztli.es
Restaurant En Ville	41.38292651388889	2.1685708888888886	+34 933028467		C Doctor Dou 14	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA			
Restaurant Petit Comité	41.394411866666665	2.1599833055555555	+34 935500620		Ptge Concepció 13	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA			
Restaurant La Xina	41.383485569444446	2.170807583333333	+34 933429628		C Pintor Fortuny 3	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA	http://www.grupotragaluz.com/rest-laxina.php		
Restaurant - Pizzeria Il Corsaro Nero *Llacuna	41.405462944444444	2.1936575555555553	+34 933007849		C Llacuna 142*144	Provençals del Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA	http://www.ilcorsaronero.com		info@ilcorsaronero.com
Restaurant Atenes	41.403982675	2.140457638888889	+34 934173143		C Atenes 42	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA			
Restaurant Peixample	41.39649185555555	2.16076925	+34 932373412		Av Diagonal 383	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA			
Restaurant - Pizzeria Il Corsaro Nero *Vila Olímpica	41.38918952777778	2.1955764999999996	+34 932218997		Av Icària 132	la Vila Olímpica del Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA	http://www.ilcorsaronero.com		info@ilcorsaronero.com
Restaurant Sheng	41.38337095	2.1597845833333333	+34 933233130		G.V. Corts Catalanes 541	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA	http://www.restaurantesheng.es		
Restaurant Sheng	41.38337095	2.1597845833333333	+34 933233130		G.V. Corts Catalanes 541	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA	http://www.restaurantesheng.es		
Restaurant Primario	41.389527477777776	2.1607808055555555	+34 934516115		Pl Doctor Letamendi 27	l'Antiga Esquerra de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.primario.com.es		restaurante@primario.com.es
Restaurant  Club Fishop	41.39243433611111	2.1640118333333334	+34 934877208		Pg Gràcia 53*55	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.grupofishop.com		grupofishop@grupofishop.com
Restaurant La Burg	41.39504048888889	2.1265679166666667	+34 932056348		Pg Sant Joan Bosco 55	Sarrià	Sarrià-Sant Gervasi	08017	BARCELONA	BARCELONA	ESPANYA	http://www.laburg.com		
Restaurant Xorús	41.402885613888884	2.198674083333333	+34 934855327		Rbla Poblenou 105	el Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA	http://www.xorus.es		info@xorus.es
Restaurant Ugarit Verdi	41.403271275	2.157411388888889	+34 932178622		C Verdi 11	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	http://www.ugaritrestaurantsirio.com		
Restaurant Umei Te	41.41793899166667	2.183773611111111	+34 933518105		C Concepción Arenal 4	Navas	Sant Andreu	08027	BARCELONA	BARCELONA	ESPANYA			
Empresa Danone	41.39278521111111	2.1456779722222223	+34 934109091	+34 902180957	Av Diagonal 477	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA	http://www.casadanone.es		
Restaurant Els Peixaters de la Mediterrània	41.401499725	2.2107313055555555	+34 932663884		Pg Garcia Fària 33	Poble Nou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA	http://www.elspeixatersdelamediterrania.com		
Restaurant Origen 99'9 % *Rosselló	41.391205388888885	2.1547390277777776	+34 933234547		C Rosselló 154	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA	http://www.origen99.com		rosellon@origen99.com
Bar Sifó Xico	41.371576966666666	2.16544925	+34 663 762 035		C Roser 82	el Poble Sec	Sants-Montjuïc	08004	BARCELONA	BARCELONA	ESPANYA	http://www.sifo.es		sifo@sifo.es
Restaurant Vitali Pizza *París	41.389517925	2.147589583333333	+34 934444737		C París 109	la Nova Esquerra de l'Eixample	Eixample	08029	BARCELONA	BARCELONA	ESPANYA	http://www.vitalipizza.com		laurent@vitalipizza.com
Restaurant Domino's Pizza *Pallars	41.406956441666665	2.2052839444444445	+34 933081212		C Pallars 345	Poble Nou	Sant Martí	08019	BARCELONA	BARCELONA	ESPANYA			
Restaurant Cuina Blava	41.38590179444444	2.152223916666667	+34 933528471		C Mallorca 110	la Nova Esquerra de l'Eixample	Eixample	08029	BARCELONA	BARCELONA	ESPANYA			
Restaurant La Tagliatella *Travessera de Gràcia	41.39757448611111	2.1516288055555552	+34 933684153		Trav Gràcia 87	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA	http://www.latagliatella.com		
Restaurant Wok to Walk *Carrer Sant Pau	41.379196505555555	2.172242333333333	+34 933042363		C Sant Pau 27	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA	http://www.woktowalk.com/en		
Restaurant Wok to Walk *Carrer Jaume I	41.383218633333335	2.177726	+34 933042363		C Jaume I 7	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.woktowalk.com/en		
Restaurant Wok to Walk *Escudellers	41.38009091111111	2.176823111111111	+34 933042363		C Escudellers 47	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.woktowalk.com/en		
Restaurant japonès Kokoro	41.399605622222225	2.1505229999999997	+34 935019340		C Regàs 35	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA	http://www.kokorobcn.com		
Restaurant Udon *Tallers	41.384871775	2.1670904444444443	+34 933014569		C Tallers 69	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA	http://www.udon.es		
Restaurant Udon *Consell de Cent	41.389616563888886	2.1635532222222222	+34 934875169		C Consell de Cent 323	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.udon.es		
Bar Tasca el Tropezón	41.38106176388889	2.1800420555555555	+34 933101864		C Regomir 26	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			
Restaurant La Tagliatella *Pere IV	41.40492367222222	2.1992996666666667	+34 932663601		C Pere IV 201	el Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA	http://www.latagliatella.com		
Restaurant La Oca Llacuna *Llacuna	41.406266269444444	2.1923095	+34 934019804		C Llacuna 162*164	Provençals del Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA			
Restaurant L'Aldilà	41.40352978888889	2.1959206944444443	+34 934856461		C Llacuna 106*108	el Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA			
Restaurant Ágappe	41.39752776666666	2.1569716666666667	+34 932378601		C Riera de Sant Miquel 19	la Vila de Gràcia	Gràcia	08006	BARCELONA	BARCELONA	ESPANYA	http://www.restauranteagappe.com		
Bar Restaurant La Uni	41.404605925	2.1945019166666664	+34 933093443		C Llacuna 128	el Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA			
Restaurant Parrillada La Ternerita  *Eixample	41.38787181944444	2.1612402777777775	+34 934512104		C Consell de Cent 281	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA	http://www.laternerita.com		terneritabcn@telefonica.net
Restaurant Japonès Wok Yutaka	41.39922696666667	2.164932361111111			C Rosselló 307	la Dreta de l'Eixample	Eixample	08037	BARCELONA	BARCELONA	ESPANYA			
Restaurant Japonès Wok Yutaka	41.39922696666667	2.164932361111111			C Rosselló 307	la Dreta de l'Eixample	Eixample	08037	BARCELONA	BARCELONA	ESPANYA			
Restaurant Japonès Wok Yutaka	41.39922696666667	2.164932361111111	+34 934580494		C Rosselló 307	la Dreta de l'Eixample	Eixample	08037	BARCELONA	BARCELONA	ESPANYA			
Restaurant Oriental Indochine Ly Leap	41.38789069722222	2.1579185277777775	+34 934511796		C Muntaner 82	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA	http://www.indochinelyleap.com		llkbcn@telefonica.net
Restaurant Japonès Kibuka	41.404887877777774	2.155809111111111	+34 934159217		C Verdi 64		Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	http://www.kibuka.com		
Restaurant Cocteleria Valuart	41.39550146944445	2.152378277777778	+34 931183182		C Tuset 3	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA	http://www.valuart.es		daniel.r@valuart.es
Bar Restaurant el Pagès	41.399827594444446	2.1613244166666665	+34 934573545		C Llibertat 19		Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
